time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
1969-12-16T00:31:14.593094,1874.4150943396223,-1.8707951211232103e-09
1970-01-09T02:05:39.144868,7539.018867924528,6.886991807739831e-10
1970-01-09T04:38:54.163736,16734.037735849055,6.542336786543825e-10
1970-01-09T06:56:14.314679,24974.18867924528,6.508952162213171e-10
1970-01-09T10:05:56.956189,36356.83018867925,7.535748836257434e-10
1970-01-09T12:39:48.654302,45588.52830188679,3.945081116990442e-10
1970-01-09T14:22:15.069396,51734.943396226416,6.626476361058245e-10
1970-01-09T16:19:18.314679,58758.188679245286,2.0389182117786303e-10
1970-01-09T21:32:52.503358,77572.37735849057,-1.9061609764159403e-09
1970-02-07T01:35:56.344585,5755.773584905661,1.2354471314123538e-09
1970-02-07T03:29:52.721943,12592.150943396226,-4.50190353678438e-11
1970-02-07T08:19:45.325717,29984.754716981133,1.5193828891942318e-10
1970-02-07T13:43:29.627604,49409.056603773584,5.859829423957815e-10
1970-02-07T18:55:17.552132,68116.98113207547,3.820222171883396e-09
1970-02-18T01:44:33.658434,6273.509433962264,1.3509988367623315e-09
1970-02-18T12:27:46.111264,44865.96226415094,-2.8820646310427493e-09
1970-02-18T14:42:06.941453,52926.79245283019,-2.9106971662536803e-09
1970-03-14T00:27:06.935094,1626.4150943396226,6.869796368004956e-10
1970-03-14T02:09:04.218113,7743.698113207547,-7.386399954842683e-10
1970-03-14T05:31:37.878491,19897.35849056604,2.74516511528344e-10
1970-03-14T08:05:57.199245,29156.67924528302,1.2462952391911378e-10
1970-03-14T10:22:36.897358,37356.377358490565,-2.2976394949042198e-10
1970-03-14T12:16:24.821887,44184.301886792455,-8.356205854642966e-10
1970-03-14T14:05:31.991698,50731.47169811321,-3.6069755205585825e-10
1970-03-14T15:51:05.878491,57065.35849056604,2.632848018003076e-10
1970-03-14T18:54:56.670943,68096.15094339622,3.790514867419973e-10
1970-03-14T20:45:32.746415,74732.22641509434,8.234207882902068e-10
1970-03-14T23:06:11.236981,83170.71698113208,2.2831784174877527e-10
1970-03-30T00:34:19.201501,2049.811320754717,1.2386246078161611e-08
1970-03-30T12:58:54.522255,46725.1320754717,3.658881040665027e-10
1970-03-30T17:45:22.295840,63912.90566037736,-1.2576453697998568e-10
1970-04-03T10:51:52.350000,39112.0,9.665789354309908e-10
1970-04-03T15:46:37.633019,56797.28301886792,3.142331304642625e-09
1970-05-20T16:57:05.831547,61025.20754716981,-6.065701528590595e-10
1970-05-23T13:13:35.392283,47615.24528301887,1.2534231169671084e-09
1970-05-24T02:01:23.535925,7282.867924528302,5.18429752695485e-10
1970-05-24T04:43:57.800075,17037.132075471698,7.490955625071172e-10
1970-05-24T08:27:23.686868,30443.01886792453,-1.0213623822917664e-10
1970-05-24T14:21:44.215170,51703.54716981132,-4.280298582537896e-10
1970-05-24T17:07:33.045358,61652.377358490565,8.618270943535583e-11
1970-05-24T23:19:16.592528,83955.92452830188,2.797840018760838e-10
1970-05-25T01:11:25.678075,4285.132075471698,7.440003697059502e-11
1970-05-25T05:23:45.753547,19425.20754716981,5.620570242613112e-10
1970-05-25T12:15:41.225245,44140.67924528302,-1.4108722064209238e-11
1970-05-25T14:07:10.885623,50830.33962264151,-3.464796855670537e-10
1970-05-25T15:50:57.753547,57057.20754716981,2.685363616438911e-10
1970-05-25T17:44:36.017698,63875.47169811321,-7.206227739879896e-10
1970-06-19T02:53:22.125264,10401.962264150943,4.5504592600796036e-10
1970-06-19T06:51:45.974321,24705.81132075472,-1.2554231538920196e-11
1970-06-19T15:32:47.559226,55967.3962264151,1.058361681794839e-09
1970-06-19T17:45:10.653566,63910.49056603773,7.709950029123703e-11
1970-06-19T19:28:37.144132,70116.98113207547,-1.1350009287697802e-10
1970-06-19T21:30:22.351679,77422.18867924529,-1.0089222279374064e-09
1970-06-19T23:22:09.068660,84128.90566037736,-2.4003888537056583e-10
1970-07-17T01:41:35.774340,6095.094339622641,-7.756422822185286e-10
1970-07-17T05:05:15.849811,18315.169811320757,9.715271399722424e-10
1970-07-17T09:11:40.000755,33099.32075471698,6.952478310811973e-10
1970-07-17T11:51:48.604528,42707.92452830189,-3.5197173513421647e-10
1970-07-17T15:36:58.340377,56217.660377358494,7.993822799346036e-09
1970-07-17T19:40:30.717736,70830.03773584905,-4.162083828435551e-10
1970-07-17T22:27:21.887547,80841.2075471698,-5.441077418174162e-10
1970-07-18T00:36:53.145245,2212.679245283018,-4.935609394819227e-11
1970-07-18T02:43:07.484868,9787.018867924528,-4.987184958469763e-10
1970-07-18T05:19:55.333925,19194.867924528306,-3.9363732979134203e-10
1970-07-18T08:56:03.786755,32163.32075471698,2.852823528415906e-10
1970-07-18T11:29:11.409396,41350.943396226416,-1.5041888421413303e-10
1970-07-18T13:39:47.182981,49186.71698113208,-2.9988016884719755e-10
1970-07-18T15:56:56.918830,57416.45283018868,-2.750654778623931e-09
1970-07-18T23:07:37.975434,83257.50943396226,-6.528431156679508e-10
1970-07-20T05:15:32.411528,18931.924528301886,1.3845180056900535e-08
1970-07-27T03:49:31.244981,13770.716981132076,1.3910888920307452e-09
1970-09-09T00:32:47.370283,1967.245283018868,3.29778032695804e-10
1970-09-09T06:10:04.502358,22204.377358490565,5.320732355526784e-10
1970-09-09T07:57:27.370283,28647.245283018867,-4.3798459094698717e-10
1970-09-09T10:23:17.408019,37397.28301886792,-9.990006954784083e-11
1970-09-09T12:15:18.615566,44118.49056603773,-6.32700178074141e-10
1970-09-09T14:11:05.332547,51065.20754716981,-3.762871480421598e-10
1970-09-09T17:59:03.068396,64742.943396226416,-1.0197404388125876e-10
1970-09-09T20:27:52.125000,73672.0,2.435512435083657e-10
1970-10-26T01:13:34.023792,4413.88679245283,-1.0454515868834049e-10
1970-10-26T05:15:06.099264,18905.962264150945,1.4157090454914922e-09
1970-10-26T08:06:43.306811,29203.169811320757,3.9579883247864275e-10
1970-10-26T11:51:56.212472,42716.07547169811,-3.8983109967521045e-10
1970-10-26T15:41:14.703038,56474.56603773585,-3.9511289414910965e-09
1970-10-26T18:19:52.137000,65992.0,2.7768783149578564e-10
1970-10-26T20:22:08.137000,73328.0,4.761985755014114e-10
1970-10-26T22:22:46.174736,80566.03773584905,-3.7497473873375365e-10
1970-11-03T08:37:57.828962,31077.43396226415,3.34528206538065e-10
1970-11-03T14:17:16.621415,51436.22641509434,1.3916234484067536e-10
1970-11-03T17:20:04.772358,62404.377358490565,2.373381586172534e-09
1970-11-03T08:37:57.828962,31077.43396226415,3.34528206538065e-10
1970-11-03T14:17:16.621415,51436.22641509434,1.3916234484067536e-10
1970-11-03T17:20:04.772358,62404.377358490565,2.373381586172534e-09
1971-01-03T11:05:26.083792,39925.88679245283,-7.2290389597389926e-12
1971-01-05T01:04:54.146962,3893.433962264151,-4.912195545494292e-11
1971-01-17T18:03:08.384415,64988.22641509434,-9.464906107491983e-10
1971-03-15T04:20:29.137245,15628.67924528302,2.720789741140248e-09
1971-03-15T07:59:57.288189,28796.830188679247,-3.688260777891559e-09
1971-04-08T09:07:47.794405,27390.79245283019,-6.832671310156256e-10
1971-05-22T17:59:53.140774,64792.6037735849,7.365882406208641e-10
1971-06-11T14:07:19.536396,50838.943396226416,-9.712747728815375e-10
1971-06-27T19:05:24.608358,68724.37735849057,-3.4712272707488212e-09
1971-10-06T03:48:57.269604,13737.056603773584,5.572903303712252e-10
1971-10-06T10:56:27.382811,39387.16981132075,6.398396594348948e-10
1971-10-06T17:28:45.496019,62925.28301886792,-2.7750989354503216e-10
1971-10-06T03:48:57.269604,13737.056603773584,5.572903303712252e-10
1971-10-06T10:56:27.382811,39387.16981132075,6.398396594348948e-10
1971-10-06T17:28:45.496019,62925.28301886792,-2.7750989354503216e-10
1971-10-26T04:48:09.487660,17288.905660377357,-1.0126785610216546e-09
1971-11-24T02:54:49.480547,10489.207547169812,4.4919021020689135e-10
1971-11-24T04:41:24.499415,16884.22641509434,3.1547155800594917e-10
1971-11-24T17:34:52.046585,63291.77358490566,-1.5733528608657653e-10
1971-11-24T19:52:28.650358,71548.37735849057,8.803695731611261e-11
1972-01-26T05:19:41.470075,19181.132075471694,-2.4558756807526477e-09
1972-01-26T16:58:44.262528,61123.92452830189,-2.7615747232908123e-09
1972-02-21T11:38:00.509943,41880.15094339623,1.0506178905968467e-09
1972-02-21T17:43:28.660887,63808.301886792455,-3.494017603564693e-10
1972-02-21T20:59:54.623151,75594.2641509434,-4.5177186075532617e-10
1972-02-28T12:45:17.178189,45916.83018867925,-9.149062824707542e-09
1972-05-15T00:33:22.827038,2002.566037735849,5.005185603123166e-10
1972-05-15T08:27:33.393075,30453.132075471694,4.4747257421629745e-10
1972-05-15T17:24:15.657226,62655.3962264151,-3.5768879843967883e-10
1972-05-15T19:10:11.279868,69011.01886792453,2.2556409145194438e-10
1972-05-19T00:35:30.385151,2130.264150943396,2.1140345207662155e-10
1972-05-19T02:29:54.536094,8994.415094339623,2.2111638250013372e-10
1972-05-19T05:38:52.045528,20331.924528301886,-1.0379066539454883e-10
1972-05-19T08:20:05.856849,30005.735849056604,3.8549175258860757e-10
1972-05-19T10:33:35.819113,38015.698113207545,1.1886530048711415e-10
1972-05-19T12:38:46.913453,45526.79245283019,4.364912967877164e-10
1972-05-19T14:59:26.309679,53966.188679245286,5.792494197053935e-10
1972-05-19T17:12:28.196472,61948.07547169811,-2.0920664283882347e-10
1972-05-19T19:25:52.422887,69952.30188679245,-4.3754031222017076e-10
1972-05-19T21:09:54.536094,76194.41509433962,-2.5425580419198706e-10
1972-11-14T19:31:49.090358,70308.37735849057,-1.6238746911808827e-09
1972-11-19T14:21:18.562792,51677.88679245283,-7.218706809786368e-09
1972-11-19T18:34:26.336377,66865.6603773585,5.104741168080133e-10
1972-12-02T08:11:27.835226,29487.39622641509,6.346325823370965e-10
1972-12-02T22:01:20.137113,79279.69811320755,-8.613838202231165e-10
1972-12-06T09:48:57.475604,35337.056603773584,-9.147015837107173e-09
1972-12-06T14:21:16.494472,51676.07547169811,-4.0101090360141295e-09
1972-12-15T07:02:31.632396,25350.943396226416,-6.217875653246725e-10
1972-12-15T21:19:45.745604,76785.05660377358,-3.1131907706722993e-09
1973-03-12T16:06:28.639528,57987.92452830189,1.4262007046946506e-10
1973-03-12T20:51:57.394245,75116.67924528301,1.1607871051771872e-09
1973-04-23T14:10:44.270585,51043.77358490566,1.9862396476161476e-09
1973-08-08T17:25:20.746540,62702.188679245286,1.61487491068977e-09
1973-10-03T20:47:57.896266,60525.28301886792,5.50958588423631e-10
1973-10-10T03:11:18.590736,11478.037735849057,8.383492286619295e-10
1973-11-22T14:04:09.866547,50649.20754716981,1.0771344161509283e-09
1974-03-14T07:44:23.928170,27863.54716981132,-1.1454838779870539e-09
1974-03-30T14:18:08.784943,51488.15094339623,-1.8425850094960086e-09
1974-03-30T19:49:11.275509,71350.64150943396,5.3104266269488965e-11
1974-03-30T22:25:08.709472,80708.07547169812,-5.006840819514342e-10
1974-05-09T13:37:47.400981,49066.71698113208,1.031634535338403e-09
1974-06-30T17:48:50.526151,64130.2641509434,-3.447639546048344e-09
1974-07-25T14:24:08.420922,33597.43396226415,-1.8611594911031426e-09
1974-10-02T13:34:57.477547,48897.20754716981,-3.752986860397159e-09
1974-10-02T21:02:34.383208,75754.11320754717,1.2486405168273747e-10
1975-04-21T02:12:54.409679,7974.188679245283,-5.610556849398008e-10
1975-04-21T04:34:39.768170,16479.54716981132,-3.125120656694542e-09
1975-05-16T22:25:41.959849,80741.7358490566,1.1666695195467631e-09
1975-05-20T07:41:19.195509,27678.64150943396,6.499398916947093e-10
1975-05-20T12:59:30.365321,46769.81132075472,4.72082907139954e-09
1975-05-20T17:31:56.478528,63115.92452830189,-8.853904978907011e-10
1975-06-15T04:07:29.242660,14848.90566037736,-2.419100424375674e-09
1975-06-17T12:40:23.217509,45622.64150943396,-5.792355742100109e-09
1975-06-17T17:43:11.972226,63791.3962264151,2.1814963001699447e-09
1977-04-11T13:28:13.155132,48492.981132075474,2.0024681910813852e-09
1977-04-24T16:28:10.848094,59290.41509433962,-3.3409122098331797e-10
1977-04-26T04:51:38.101377,17497.66037735849,-3.663123378265085e-10
1977-04-26T07:21:18.176849,26477.735849056604,7.431378059199236e-10
1977-04-26T10:17:47.610811,37067.16981132075,-1.0865852091279616e-10
1977-04-26T14:23:31.761755,51811.32075471698,-2.4536919804826564e-10
1977-04-26T17:54:32.441000,64472.0,6.976312094124228e-10
1977-04-26T21:29:58.176849,77397.7358490566,3.443358330627173e-10
1977-07-19T08:43:23.064094,31402.415094339623,1.7432652439272963e-10
1977-07-19T15:58:55.894283,57535.24528301887,-4.831147913255772e-10
1977-07-19T20:49:45.856547,74985.2075471698,-6.665704131271131e-11
1977-07-19T23:10:39.894283,83439.24528301887,5.422515647377193e-10
1977-09-13T20:38:49.211717,74328.75471698113,-3.9234157056588954e-08
1973-04-04T05:43:05.804116,17002.867924528302,-4.0240635041740054e-10
1973-04-04T09:44:03.011663,31460.075471698117,1.3994393169277126e-09
1973-04-04T11:38:25.200342,38322.2641509434,-9.853729325692959e-10
1973-04-04T15:56:30.936191,53808.0,-1.545400652905059e-09
1973-04-04T19:30:59.615436,66676.67924528301,-1.281986708804758e-09
1973-08-10T18:05:00.732415,65100.22641509434,6.298731041618154e-09
1973-10-27T11:18:14.440792,40693.88679245283,5.81499116738201e-10
1974-10-19T19:44:25.803491,71065.35849056604,-1.4228402253527903e-09
1974-11-17T04:15:16.796245,15316.67924528302,-4.0383225220710377e-10
1974-11-17T20:11:36.569830,72696.45283018867,-6.155157843734937e-10
1974-11-21T13:24:59.940755,48299.32075471698,-1.7438721534040302e-09
1974-11-21T17:28:38.204906,62917.58490566038,1.2890941753934332e-09
1974-12-15T04:07:24.686302,14844.528301886792,-2.1861802924602083e-09
1974-12-15T05:50:44.384415,21044.22641509434,-1.7431959619086243e-09
1974-12-15T09:20:32.761774,33632.6037735849,2.1253151946320197e-09
1974-12-15T04:07:24.686302,14844.528301886792,-2.1861802924602083e-09
1974-12-15T05:50:44.384415,21044.22641509434,-1.7431959619086243e-09
1974-12-15T09:20:32.761774,33632.6037735849,2.1253151946320197e-09
1975-04-12T18:27:21.423660,66440.90566037736,-3.3485918197326966e-08
1975-06-22T19:58:08.076057,71887.84905660378,2.311248683419538e-09
1974-02-06T01:06:30.605736,3990.037735849056,1.942308705632374e-10
1974-02-06T03:44:00.417057,13439.849056603774,-9.380506874531236e-11
1974-02-06T06:59:35.209509,25174.64150943396,-2.4881591341693236e-10
1974-02-06T10:03:54.530264,36233.96226415094,-3.1333793129455586e-10
1974-02-06T13:49:16.190642,49755.62264150944,-6.267879147449207e-10
1974-02-06T18:07:22.379321,65241.81132075472,-7.47778770193286e-10
1974-02-06T21:33:24.190642,77603.62264150943,-7.403287031000775e-10
1974-06-16T19:41:25.172189,70884.83018867925,2.609710155876453e-09
1974-06-30T02:54:44.306585,10483.77358490566,-3.7017154757747445e-10
1974-06-30T05:15:52.382057,18951.849056603773,-2.401328122368511e-10
1974-06-30T08:49:02.721679,31742.18867924528,-8.090099099892476e-10
1974-06-30T13:42:56.985830,49376.45283018868,-5.496106178697648e-10
1974-06-30T20:50:49.589604,75049.05660377358,7.609779758622568e-10
1974-06-30T22:46:38.419792,81997.88679245283,3.7838443556367127e-10
1974-08-04T05:29:21.187717,19760.754716981133,-6.554461746113973e-10
1974-08-04T10:24:38.621679,37478.188679245286,-2.657750807782732e-10
1974-08-04T13:01:40.508472,46900.07547169811,-1.0577582939748515e-09
1975-05-20T01:18:12.115642,4691.622641509434,-3.178027481219699e-10
1975-05-20T03:09:47.360925,11386.867924528302,-3.6547946656018334e-09
1975-05-20T06:06:27.511868,21987.01886792453,5.496019193470434e-10
1975-05-20T07:59:36.342057,28775.849056603773,1.8040556527621287e-10
1975-05-20T10:53:46.908094,39226.41509433962,-6.809866806253872e-10
1975-05-20T13:31:06.153377,48665.660377358494,-3.815694840690481e-10
1975-05-20T15:44:26.304321,56665.81132075472,-9.679888194297238e-11
1975-05-20T17:40:47.889226,63647.3962264151,-2.065970636725925e-09
1975-05-20T19:28:45.323189,70124.83018867925,6.505290874758591e-10
1975-05-20T23:24:46.228849,84285.7358490566,-2.393680752235214e-09
1972-09-10T13:15:01.658019,47701.28301886792,4.130978172258282e-09
1972-11-06T04:31:20.353057,16279.849056603774,-7.014654616342418e-11
1972-11-08T18:51:41.932962,67901.43396226416,-3.581083057580289e-09
1972-11-14T07:58:40.497887,28720.30188679245,-6.289363808490608e-10
1972-11-14T17:42:10.611094,63730.41509433962,-1.8110332681461637e-09
1973-07-31T10:02:26.188377,36145.660377358494,3.743215334356652e-09
1974-05-19T19:24:02.263377,69841.6603773585,-1.5083320886475331e-09
1974-11-11T17:12:32.789887,61952.301886792455,1.4751069787662095e-09
1974-12-12T14:56:48.891139,45685.43396226415,-6.576533067463177e-11
1974-12-12T17:49:14.702460,56031.24528301887,-6.409831699010759e-11
1974-12-15T09:14:54.254849,33293.735849056604,-2.70129384896338e-09
1974-12-25T17:06:27.068038,61586.56603773585,7.717661951258208e-10
1974-12-25T21:32:21.181245,77540.67924528301,-8.5540903461965e-10
1975-02-19T00:29:59.952226,1799.3962264150944,1.2928687670932372e-10
1975-02-19T02:36:27.876755,9387.32075471698,-1.441037171503119e-09
1975-02-19T14:04:19.272981,50658.71698113208,6.890090270853641e-10
1975-02-19T23:14:52.480528,83691.92452830188,-1.6218295868607143e-09
1975-03-26T01:00:13.877349,3395.9245283018868,-2.1314526893493115e-09
1977-04-17T13:50:19.572811,49819.16981132075,-8.527900621801473e-10
1977-04-17T23:43:50.742623,85430.3396226415,2.7988402429500984e-09
1977-06-02T14:32:04.541358,52324.377358490565,-4.557589635045723e-08
1977-06-02T17:35:12.013057,63311.84905660377,1.5383685399415231e-09
1973-08-25T02:52:51.916755,10371.32075471698,9.727506619495208e-10
1973-08-25T09:48:18.558264,35297.96226415094,1.0695226342128271e-09
1973-08-25T12:32:46.633736,45166.03773584906,7.706550986145672e-10
1973-08-25T16:10:26.860151,58226.2641509434,-5.183586882549598e-10
1973-08-25T18:28:14.784679,66494.18867924529,-1.7684261463755484e-10
1973-08-25T21:38:11.614868,77891.01886792453,-2.3770205675150704e-10
1973-08-25T23:25:23.463925,84322.8679245283,8.023664661691023e-11
1973-12-18T21:16:55.774170,76615.54716981133,-1.0048826470724026e-09
1974-11-14T02:29:14.718038,8954.566037735849,1.862396579401707e-10
1974-11-14T05:09:32.076528,18571.924528301886,-3.4372566128464015e-10
1974-11-14T08:18:36.831245,29916.67924528302,4.5771829156196486e-11
1974-11-14T10:18:16.906717,37096.75471698113,-9.829658065743482e-11
1974-11-14T12:35:18.038792,45317.88679245283,5.581422806225447e-10
1974-11-14T18:52:35.774642,67955.62264150943,4.0189903359665446e-10
1974-11-14T20:48:33.057660,74912.90566037736,-2.8392916202519147e-10
1974-11-14T22:53:19.397283,82399.24528301887,5.870687181871307e-11
